,Song,Artist,artist_trunc,search_term,lyrics_raw
297,Thieves in the Temple,Prince,Prince,Thieves in the Temple Prince,error
298,Mentirosa,Mellow Man Ace,Mellow Man,Mentirosa Mellow Man,error
299,Tic-Tac-Toe,Kyper,Kyper,Tic-Tac-Toe Kyper,error
300,When Doves Cry,Prince,Prince,When Doves Cry Prince,error
301,What's Love Got to Do with It,Tina Turner,Tina Turner,What's Love Got to Do with It Tina Turner,error
302,Say Say Say,Paul McCartney and Michael Jackson,Paul McCartney,Say Say Say Paul McCartney,error
303,Footloose,Kenny Loggins,Kenny Loggins,Footloose Kenny Loggins,error
304,Against All Odds (Take a Look at Me Now),Phil Collins,Phil Collins,Against All Odds (Take a Look at Me Now) Phil Collins,error
305,Jump,Van Halen,Van Halen,Jump Van Halen,error
306,Hello,Lionel Richie,Lionel Richie,Hello Lionel Richie,error
307,Owner of a Lonely Heart,Yes,Yes,Owner of a Lonely Heart Yes,error
308,Ghostbusters,Ray Parker Jr.,Ray Parker,Ghostbusters Ray Parker,error
309,Karma Chameleon,Culture Club,Culture Club,Karma Chameleon Culture Club,error
310,Missing You,John Waite,John Waite,Missing You John Waite,error
311,All Night Long (All Night),Lionel Richie,Lionel Richie,All Night Long (All Night) Lionel Richie,error
312,Let's Hear It for the Boy,Deniece Williams,Deniece Williams,Let's Hear It for the Boy Deniece Williams,error
313,Dancing in the Dark,Bruce Springsteen,Bruce Springsteen,Dancing in the Dark Bruce Springsteen,error
314,Girls Just Want To Have Fun,Cyndi Lauper,Cyndi Lauper,Girls Just Want To Have Fun Cyndi Lauper,error
315,The Reflex,Duran Duran,Duran Duran,The Reflex Duran Duran,error
316,Time After Time,Cyndi Lauper,Cyndi Lauper,Time After Time Cyndi Lauper,error
317,Jump (For My Love),The Pointer Sisters,The Pointer,Jump (For My Love) The Pointer,error
318,Talking in Your Sleep,The Romantics,The Romantics,Talking in Your Sleep The Romantics,error
319,Self Control,Laura Branigan,Laura Branigan,Self Control Laura Branigan,error
320,Let's Go Crazy,Prince and The Revolution,Prince and,Let's Go Crazy Prince and,error
321,Say It Isn't So,Hall & Oates,Hall &,Say It Isn't So Hall &,error
322,Hold Me Now,Thompson Twins,Thompson Twins,Hold Me Now Thompson Twins,error
323,Joanna,Kool & The Gang,Kool &,Joanna Kool &,error
324,I Just Called to Say I Love You,Stevie Wonder,Stevie Wonder,I Just Called to Say I Love You Stevie Wonder,error
325,Somebody's Watching Me,Rockwell,Rockwell,Somebody's Watching Me Rockwell,error
326,Break My Stride,Matthew Wilder,Matthew Wilder,Break My Stride Matthew Wilder,error
327,99 Luftballons,Nena,Nena,99 Luftballons Nena,error
328,I Can Dream About You,Dan Hartman,Dan Hartman,I Can Dream About You Dan Hartman,error
329,The Glamorous Life,Sheila E.,Sheila E.,The Glamorous Life Sheila E.,error
330,Oh Sherrie,Steve Perry,Steve Perry,Oh Sherrie Steve Perry,error
331,Stuck on You,Lionel Richie,Lionel Richie,Stuck on You Lionel Richie,error
332,I Guess That's Why They Call It the Blues,Elton John,Elton John,I Guess That's Why They Call It the Blues Elton John,error
333,She Bop,Cyndi Lauper,Cyndi Lauper,She Bop Cyndi Lauper,error
334,Borderline,Madonna,Madonna,Borderline Madonna,error
335,Sunglasses at Night,Corey Hart,Corey Hart,Sunglasses at Night Corey Hart,error
336,Eyes Without a Face,Billy Idol,Billy Idol,Eyes Without a Face Billy Idol,error
337,Here Comes the Rain Again,Eurythmics,Eurythmics,Here Comes the Rain Again Eurythmics,error
338,Uptown Girl,Billy Joel,Billy Joel,Uptown Girl Billy Joel,error
339,Sister Christian,Night Ranger,Night Ranger,Sister Christian Night Ranger,error
340,Drive,The Cars,The Cars,Drive The Cars,error
341,Twist of Fate,Olivia Newton-John,Olivia Newton-John,Twist of Fate Olivia Newton-John,error
342,Union of the Snake,Duran Duran,Duran Duran,Union of the Snake Duran Duran,error
343,The Heart of Rock & Roll,Huey Lewis and the News,Huey Lewis,The Heart of Rock & Roll Huey Lewis,error
344,Hard Habit to Break,Chicago,Chicago,Hard Habit to Break Chicago,error
345,The Warrior,Scandal,Scandal,The Warrior Scandal,error
346,If Ever You're in My Arms Again,Peabo Bryson,Peabo Bryson,If Ever You're in My Arms Again Peabo Bryson,error
347,Automatic,The Pointer Sisters,The Pointer,Automatic The Pointer,error
348,Let the Music Play,Shannon,Shannon,Let the Music Play Shannon,error
349,To All the Girls I've Loved Before,Julio Iglesias and Willie Nelson,Julio Iglesias,To All the Girls I've Loved Before Julio Iglesias,error
350,Caribbean Queen,Billy Ocean,Billy Ocean,Caribbean Queen Billy Ocean,error
351,That's All,Genesis,Genesis,That's All Genesis,error
352,Running with the Night,Lionel Richie,Lionel Richie,Running with the Night Lionel Richie,error
353,Sad Songs (Say So Much),Elton John,Elton John,Sad Songs (Say So Much) Elton John,error
354,I Want a New Drug,Huey Lewis and the News,Huey Lewis,I Want a New Drug Huey Lewis,error
355,Islands in the Stream,Kenny Rogers and Dolly Parton,Kenny Rogers,Islands in the Stream Kenny Rogers,error
356,Love Is a Battlefield,Pat Benatar,Pat Benatar,Love Is a Battlefield Pat Benatar,error
357,Infatuation,Rod Stewart,Rod Stewart,Infatuation Rod Stewart,error
358,Almost Paradise,Mike Reno and Ann Wilson,Mike Reno,Almost Paradise Mike Reno,error
359,Legs,ZZ Top,ZZ Top,Legs ZZ Top,error
360,State of Shock,The Jacksons,The Jacksons,State of Shock The Jacksons,error
361,Love Somebody,Rick Springfield,Rick Springfield,Love Somebody Rick Springfield,error
362,Miss Me Blind,Culture Club,Culture Club,Miss Me Blind Culture Club,error
363,If This Is It,Huey Lewis and the News,Huey Lewis,If This Is It Huey Lewis,error
364,You Might Think,The Cars,The Cars,You Might Think The Cars,error
365,Lucky Star,Madonna,Madonna,Lucky Star Madonna,error
366,Cover Me,Bruce Springsteen,Bruce Springsteen,Cover Me Bruce Springsteen,error
367,Cum on Feel the Noize,Quiet Riot,Quiet Riot,Cum on Feel the Noize Quiet Riot,error
368,Breakdance,Irene Cara,Irene Cara,Breakdance Irene Cara,error
369,Adult Education,Hall & Oates,Hall &,Adult Education Hall &,error
370,They Don't Know,Tracey Ullman,Tracey Ullman,They Don't Know Tracey Ullman,error
371,An Innocent Man,Billy Joel,Billy Joel,An Innocent Man Billy Joel,error
372,Cruel Summer,Bananarama,Bananarama,Cruel Summer Bananarama,error
373,Dance Hall Days,Wang Chung,Wang Chung,Dance Hall Days Wang Chung,error
374,Give It Up,KC & the Sunshine Band,KC &,Give It Up KC &,error
375,I'm So Excited,The Pointer Sisters,The Pointer,I'm So Excited The Pointer,error
376,I Still Can't Get Over Loving You,Ray Parker Jr.,Ray Parker,I Still Can't Get Over Loving You Ray Parker,error
377,Thriller,Michael Jackson,Michael Jackson,Thriller Michael Jackson,error
378,Holiday,Madonna,Madonna,Holiday Madonna,error
379,Breakin'... There's No Stopping Us,Ollie & Jerry,Ollie &,Breakin'... There's No Stopping Us Ollie &,error
380,Nobody Told Me,John Lennon,John Lennon,Nobody Told Me John Lennon,error
381,Church of the Poison Mind,Culture Club,Culture Club,Church of the Poison Mind Culture Club,error
382,Think of Laura,Christopher Cross,Christopher Cross,Think of Laura Christopher Cross,error
383,Time Will Reveal,DeBarge,DeBarge,Time Will Reveal DeBarge,error
384,Wrapped Around Your Finger,The Police,The Police,Wrapped Around Your Finger The Police,error
385,Pink Houses,John Cougar Mellencamp,John Cougar,Pink Houses John Cougar,error
386,Round and Round,Ratt,Ratt,Round and Round Ratt,error
387,Head over Heels,The Go-Go's,The Go-Go's,Head over Heels The Go-Go's,error
388,The Longest Time,Billy Joel,Billy Joel,The Longest Time Billy Joel,error
389,Tonight,Kool & the Gang,Kool &,Tonight Kool &,error
390,Got a Hold on Me,Christine McVie,Christine McVie,Got a Hold on Me Christine McVie,error
391,Dancing in the Sheets,Shalamar,Shalamar,Dancing in the Sheets Shalamar,error
392,Undercover of the Night,The Rolling Stones,The Rolling,Undercover of the Night The Rolling,error
393,On the Dark Side,John Cafferty & The Beaver Brown Band,John Cafferty,On the Dark Side John Cafferty,error
394,New Moon on Monday,Duran Duran,Duran Duran,New Moon on Monday Duran Duran,error
395,Major Tom (Coming Home),Peter Schilling,Peter Schilling,Major Tom (Coming Home) Peter Schilling,error
396,Magic,The Cars,The Cars,Magic The Cars,error
397,When You Close Your Eyes,Night Ranger,Night Ranger,When You Close Your Eyes Night Ranger,error
398,Rock Me Tonite,Billy Squier,Billy Squier,Rock Me Tonite Billy Squier,error
399,Yah Mo B There,James Ingram and Michael McDonald,James Ingram,Yah Mo B There James Ingram,error
400,End of the Road,Boyz II Men,Boyz II,End of the Road Boyz II,error
401,Baby Got Back,Sir Mix-a-Lot,Sir Mix-a-Lot,Baby Got Back Sir Mix-a-Lot,error
402,Jump,Kris Kross,Kris Kross,Jump Kris Kross,error
403,Save the Best for Last,Vanessa Williams,Vanessa Williams,Save the Best for Last Vanessa Williams,error
404,Baby-Baby-Baby,TLC,TLC,Baby-Baby-Baby TLC,error
405,Tears in Heaven,Eric Clapton,Eric Clapton,Tears in Heaven Eric Clapton,error
406,My Lovin' (You're Never Gonna Get It),En Vogue,En Vogue,My Lovin' (You're Never Gonna Get It) En Vogue,error
407,Under the Bridge,Red Hot Chili Peppers,Red Hot,Under the Bridge Red Hot,error
408,All 4 Love,Color Me Badd,Color Me,All 4 Love Color Me,error
409,Just Another Day,Jon Secada,Jon Secada,Just Another Day Jon Secada,error
410,I Love Your Smile,Shanice,Shanice,I Love Your Smile Shanice,error
411,To Be with You,Mr. Big,Mr. Big,To Be with You Mr. Big,error
412,I'm Too Sexy,Right Said Fred,Right Said,I'm Too Sexy Right Said,error
413,Black or White,Michael Jackson,Michael Jackson,Black or White Michael Jackson,error
414,Achy Breaky Heart,Billy Ray Cyrus,Billy Ray,Achy Breaky Heart Billy Ray,error
415,I'll Be There,Mariah Carey,Mariah Carey,I'll Be There Mariah Carey,error
416,November Rain,Guns N' Roses,Guns N',November Rain Guns N',error
417,Life Is a Highway,Tom Cochrane,Tom Cochrane,Life Is a Highway Tom Cochrane,error
418,Remember the Time,Michael Jackson,Michael Jackson,Remember the Time Michael Jackson,error
419,Finally,CeCe Peniston,CeCe Peniston,Finally CeCe Peniston,error
420,This Used to Be My Playground,Madonna,Madonna,This Used to Be My Playground Madonna,error
421,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,Patty Smyth,Sometimes Love Just Ain't Enough Patty Smyth,error
422,Can't Let Go,Mariah Carey,Mariah Carey,Can't Let Go Mariah Carey,error
423,Jump Around,House of Pain,House of,Jump Around House of,error
424,Diamonds and Pearls,Prince and The New Power Generation,Prince and,Diamonds and Pearls Prince and,error
425,Don't Let the Sun Go Down on Me,George Michael and Elton John,George Michael,Don't Let the Sun Go Down on Me George Michael,error
426,Masterpiece,Atlantic Starr,Atlantic Starr,Masterpiece Atlantic Starr,error
427,If You Asked Me To,Celine Dion,Celine Dion,If You Asked Me To Celine Dion,error
428,Giving Him Something He Can Feel,En Vogue,En Vogue,Giving Him Something He Can Feel En Vogue,error
429,Live and Learn,Joe Public,Joe Public,Live and Learn Joe Public,error
430,Come and Talk to Me,Jodeci,Jodeci,Come and Talk to Me Jodeci,error
431,Smells Like Teen Spirit,Nirvana,Nirvana,Smells Like Teen Spirit Nirvana,error
432,Humpin' Around,Bobby Brown,Bobby Brown,Humpin' Around Bobby Brown,error
433,Damn I Wish I Was Your Lover,Sophie B. Hawkins,Sophie B.,Damn I Wish I Was Your Lover Sophie B.,error
434,Tell Me What You Want Me to Do,Tevin Campbell,Tevin Campbell,Tell Me What You Want Me to Do Tevin Campbell,error
435,Ain't 2 Proud 2 Beg,TLC,TLC,Ain't 2 Proud 2 Beg TLC,error
436,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,Boyz II,It's So Hard to Say Goodbye to Yesterday Boyz II,error
437,Move This,Technotronic featuring Ya Kid K,Technotronic featuring,Move This Technotronic featuring,error
438,Bohemian Rhapsody,Queen,Queen,Bohemian Rhapsody Queen,error
439,Tennessee,Arrested Development,Arrested Development,Tennessee Arrested Development,error
440,The Best Things in Life Are Free,Luther Vandross and Janet Jackson,Luther Vandross,The Best Things in Life Are Free Luther Vandross,error
441,Make It Happen,Mariah Carey,Mariah Carey,Make It Happen Mariah Carey,error
442,The One,Elton John,Elton John,The One Elton John,error
443,Set Adrift on Memory Bliss,P.M. Dawn,P.M. Dawn,Set Adrift on Memory Bliss P.M. Dawn,error
444,Stay,Shakespears Sister,Shakespears Sister,Stay Shakespears Sister,error
445,2 Legit 2 Quit,Hammer,Hammer,2 Legit 2 Quit Hammer,error
446,Please Don't Go,KWS,KWS,Please Don't Go KWS,error
447,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,Mint Condition,Breakin' My Heart (Pretty Brown Eyes) Mint Condition,error
448,Wishing on a Star,The Cover Girls,The Cover,Wishing on a Star The Cover,error
449,She's Playing Hard to Get,Hi-Five,Hi-Five,She's Playing Hard to Get Hi-Five,error
450,I'd Die Without You,P.M. Dawn,P.M. Dawn,I'd Die Without You P.M. Dawn,error
451,Good for Me,Amy Grant,Amy Grant,Good for Me Amy Grant,error
452,All I Want,Toad the Wet Sprocket,Toad the,All I Want Toad the,error
453,When a Man Loves a Woman,Michael Bolton,Michael Bolton,When a Man Loves a Woman Michael Bolton,error
454,I Can't Dance,Genesis,Genesis,I Can't Dance Genesis,error
455,Hazard,Richard Marx,Richard Marx,Hazard Richard Marx,error
456,Mysterious Ways,U2,U2,Mysterious Ways U2,error
457,Too Funky,George Michael,George Michael,Too Funky George Michael,error
458,How Do You Talk to an Angel,The Heights,The Heights,How Do You Talk to an Angel The Heights,error
459,One,U2,U2,One U2,error
460,Keep on Walkin',CeCe Peniston,CeCe Peniston,Keep on Walkin' CeCe Peniston,error
461,Hold on My Heart,Genesis,Genesis,Hold on My Heart Genesis,error
462,The Way I Feel About You,Karyn White,Karyn White,The Way I Feel About You Karyn White,error
463,Beauty and the Beast,Celine Dion and Peabo Bryson,Celine Dion,Beauty and the Beast Celine Dion,error
464,Warm It Up,Kris Kross,Kris Kross,Warm It Up Kris Kross,error
465,In the Closet,Michael Jackson,Michael Jackson,In the Closet Michael Jackson,error
466,People Everyday,Arrested Development,Arrested Development,People Everyday Arrested Development,error
467,No Son of Mine,Genesis,Genesis,No Son of Mine Genesis,error
468,Wildside,Marky Mark and the Funky Bunch,Marky Mark,Wildside Marky Mark,error
469,Do I Have to Say the Words?,Bryan Adams,Bryan Adams,Do I Have to Say the Words? Bryan Adams,error
470,Friday I'm in Love,The Cure,The Cure,Friday I'm in Love The Cure,error
471,Everything About You,Ugly Kid Joe,Ugly Kid,Everything About You Ugly Kid,error
472,Blowing Kisses in the Wind,Paula Abdul,Paula Abdul,Blowing Kisses in the Wind Paula Abdul,error
473,Thought I'd Died and Gone to Heaven,Bryan Adams,Bryan Adams,Thought I'd Died and Gone to Heaven Bryan Adams,error
474,Rhythm Is a Dancer,Snap!,Snap!,Rhythm Is a Dancer Snap!,error
475,Addams Groove,Hammer,Hammer,Addams Groove Hammer,error
476,Missing You Now,Michael Bolton,Michael Bolton,Missing You Now Michael Bolton,error
477,Back to the Hotel,N2Deep,N2Deep,Back to the Hotel N2Deep,error
478,Everything Changes,Kathy Troccoli,Kathy Troccoli,Everything Changes Kathy Troccoli,error
479,Have You Ever Needed Someone So Bad,Def Leppard,Def Leppard,Have You Ever Needed Someone So Bad Def Leppard,error
480,Take This Heart,Richard Marx,Richard Marx,Take This Heart Richard Marx,error
481,When I Look Into Your Eyes,FireHouse,FireHouse,When I Look Into Your Eyes FireHouse,error
482,I Wanna Love You,Jade,Jade,I Wanna Love You Jade,error
483,Uhh Ahh,Boyz II Men,Boyz II,Uhh Ahh Boyz II,error
484,Real Love,Mary J. Blige,Mary J.,Real Love Mary J.,error
485,Justified and Ancient,The KLF,The KLF,Justified and Ancient The KLF,error
486,Slow Motion,Color Me Badd,Color Me,Slow Motion Color Me,error
487,What About Your Friends,TLC,TLC,What About Your Friends TLC,error
488,Thinkin' Back,Color Me Badd,Color Me,Thinkin' Back Color Me,error
489,Would I Lie to You?,Charles & Eddie,Charles &,Would I Lie to You? Charles &,error
490,That's What Love Is For,Amy Grant,Amy Grant,That's What Love Is For Amy Grant,error
491,Keep Coming Back,Richard Marx,Richard Marx,Keep Coming Back Richard Marx,error
492,Free Your Mind,En Vogue,En Vogue,Free Your Mind En Vogue,error
493,Keep It Comin',Keith Sweat,Keith Sweat,Keep It Comin' Keith Sweat,error
494,Just Take My Heart,Mr. Big,Mr. Big,Just Take My Heart Mr. Big,error
495,I Will Remember You,Amy Grant,Amy Grant,I Will Remember You Amy Grant,error
496,We Got a Love Thang,CeCe Peniston,CeCe Peniston,We Got a Love Thang CeCe Peniston,error
497,Let's Get Rocked,Def Leppard,Def Leppard,Let's Get Rocked Def Leppard,error
498,They Want EFX,Das EFX,Das EFX,They Want EFX Das EFX,error
499,I Can't Make You Love Me,Bonnie Raitt,Bonnie Raitt,I Can't Make You Love Me Bonnie Raitt,error
500,That's What Friends Are For,"Dionne and Friends (Dionne Warwick, Gladys Knight, Elton John and Stevie Wonder)",Dionne and,That's What Friends Are For Dionne and,error
501,"Say You, Say Me",Lionel Richie,Lionel Richie,"Say You, Say Me Lionel Richie",error
502,I Miss You,Klymaxx,Klymaxx,I Miss You Klymaxx,error
503,On My Own,Patti LaBelle and Michael McDonald,Patti LaBelle,On My Own Patti LaBelle,error
504,Broken Wings,Mr. Mister,Mr. Mister,Broken Wings Mr. Mister,error
505,How Will I Know,Whitney Houston,Whitney Houston,How Will I Know Whitney Houston,error
506,Party All the Time,Eddie Murphy,Eddie Murphy,Party All the Time Eddie Murphy,error
507,Burning Heart,Survivor,Survivor,Burning Heart Survivor,error
508,Kyrie,Mr. Mister,Mr. Mister,Kyrie Mr. Mister,error
509,Addicted to Love,Robert Palmer,Robert Palmer,Addicted to Love Robert Palmer,error
510,Greatest Love of All,Whitney Houston,Whitney Houston,Greatest Love of All Whitney Houston,error
511,Secret Lovers,Atlantic Starr,Atlantic Starr,Secret Lovers Atlantic Starr,error
512,Friends and Lovers,Gloria Loring and Carl Anderson,Gloria Loring,Friends and Lovers Gloria Loring,error
513,Glory of Love,Peter Cetera,Peter Cetera,Glory of Love Peter Cetera,error
514,West End Girls,Pet Shop Boys,Pet Shop,West End Girls Pet Shop,error
515,There'll Be Sad Songs (To Make You Cry),Billy Ocean,Billy Ocean,There'll Be Sad Songs (To Make You Cry) Billy Ocean,error
516,Alive and Kicking,Simple Minds,Simple Minds,Alive and Kicking Simple Minds,error
517,Never,Heart,Heart,Never Heart,error
518,Kiss,Prince and The Revolution,Prince and,Kiss Prince and,error
519,Higher Love,Steve Winwood,Steve Winwood,Higher Love Steve Winwood,error
520,Stuck with You,Huey Lewis and the News,Huey Lewis,Stuck with You Huey Lewis,error
521,Holding Back the Years,Simply Red,Simply Red,Holding Back the Years Simply Red,error
522,Sledgehammer,Peter Gabriel,Peter Gabriel,Sledgehammer Peter Gabriel,error
523,Sara,Starship,Starship,Sara Starship,error
524,Human,The Human League,The Human,Human The Human,error
525,I Can't Wait,Nu Shooz,Nu Shooz,I Can't Wait Nu Shooz,error
526,Take My Breath Away,Berlin,Berlin,Take My Breath Away Berlin,error
527,Rock Me Amadeus,Falco,Falco,Rock Me Amadeus Falco,error
528,Papa Don't Preach,Madonna,Madonna,Papa Don't Preach Madonna,error
529,You Give Love a Bad Name,Bon Jovi,Bon Jovi,You Give Love a Bad Name Bon Jovi,error
530,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,Billy Ocean,"When the Going Gets Tough, the Tough Get Going Billy Ocean",error
531,When I Think of You,Janet Jackson,Janet Jackson,When I Think of You Janet Jackson,error
532,These Dreams,Heart,Heart,These Dreams Heart,error
533,Don't Forget Me (When I'm Gone),Glass Tiger,Glass Tiger,Don't Forget Me (When I'm Gone) Glass Tiger,error
534,Live to Tell,Madonna,Madonna,Live to Tell Madonna,error
535,Mad About You,Belinda Carlisle,Belinda Carlisle,Mad About You Belinda Carlisle,error
536,Something About You,Level 42,Level 42,Something About You Level 42,error
537,Venus,Bananarama,Bananarama,Venus Bananarama,error
538,Dancing on the Ceiling,Lionel Richie,Lionel Richie,Dancing on the Ceiling Lionel Richie,error
539,Conga,Miami Sound Machine,Miami Sound,Conga Miami Sound,error
540,True Colors,Cyndi Lauper,Cyndi Lauper,True Colors Cyndi Lauper,error
541,Danger Zone,Kenny Loggins,Kenny Loggins,Danger Zone Kenny Loggins,error
542,What Have You Done For Me Lately,Janet Jackson,Janet Jackson,What Have You Done For Me Lately Janet Jackson,error
543,No One Is to Blame,Howard Jones,Howard Jones,No One Is to Blame Howard Jones,error
544,Let's Go All the Way,Sly Fox,Sly Fox,Let's Go All the Way Sly Fox,error
545,I Didn't Mean to Turn You On,Robert Palmer,Robert Palmer,I Didn't Mean to Turn You On Robert Palmer,error
546,Words Get in the Way,Miami Sound Machine,Miami Sound,Words Get in the Way Miami Sound,error
547,Manic Monday,The Bangles,The Bangles,Manic Monday The Bangles,error
548,Walk of Life,Dire Straits,Dire Straits,Walk of Life Dire Straits,error
549,Amanda,Boston,Boston,Amanda Boston,error
550,Two of Hearts,Stacey Q,Stacey Q,Two of Hearts Stacey Q,error
551,Crush on You,The Jets,The Jets,Crush on You The Jets,error
552,If You Leave,Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres,If You Leave Orchestral Manoeuvres,error
553,Invisible Touch,Genesis,Genesis,Invisible Touch Genesis,error
554,The Sweetest Taboo,Sade,Sade,The Sweetest Taboo Sade,error
555,What You Need,INXS,INXS,What You Need INXS,error
556,Talk to Me,Stevie Nicks,Stevie Nicks,Talk to Me Stevie Nicks,error
557,Nasty,Janet Jackson,Janet Jackson,Nasty Janet Jackson,error
558,Take Me Home Tonight,Eddie Money,Eddie Money,Take Me Home Tonight Eddie Money,error
559,We Don't Have to Take Our Clothes Off,Jermaine Stewart,Jermaine Stewart,We Don't Have to Take Our Clothes Off Jermaine Stewart,error
560,All Cried Out,Lisa Lisa and Cult Jam,Lisa Lisa,All Cried Out Lisa Lisa,error
561,Your Love,The Outfield,The Outfield,Your Love The Outfield,error
562,I'm Your Man,Wham!,Wham!,I'm Your Man Wham!,error
563,Perfect Way,Scritti Politti,Scritti Politti,Perfect Way Scritti Politti,error
564,Living in America,James Brown,James Brown,Living in America James Brown,error
565,R.O.C.K. in the U.S.A.,John Cougar Mellencamp,John Cougar,R.O.C.K. in the U.S.A. John Cougar,error
566,Who's Johnny,El DeBarge,El DeBarge,Who's Johnny El DeBarge,error
567,Word Up!,Cameo,Cameo,Word Up! Cameo,error
568,Why Can't This Be Love,Van Halen,Van Halen,Why Can't This Be Love Van Halen,error
569,Silent Running (On Dangerous Ground),Mike + The Mechanics,Mike +,Silent Running (On Dangerous Ground) Mike +,error
570,Typical Male,Tina Turner,Tina Turner,Typical Male Tina Turner,error
571,Small Town,John Cougar Mellencamp,John Cougar,Small Town John Cougar,error
572,Tarzan Boy,Baltimora,Baltimora,Tarzan Boy Baltimora,error
573,All I Need Is a Miracle,Mike + The Mechanics,Mike +,All I Need Is a Miracle Mike +,error
574,Sweet Freedom,Michael McDonald,Michael McDonald,Sweet Freedom Michael McDonald,error
575,True Blue,Madonna,Madonna,True Blue Madonna,error
576,Rumors,Timex Social Club,Timex Social,Rumors Timex Social,error
577,Life in a Northern Town,Dream Academy,Dream Academy,Life in a Northern Town Dream Academy,error
578,Bad Boy,Miami Sound Machine,Miami Sound,Bad Boy Miami Sound,error
579,Sleeping Bag,ZZ Top,ZZ Top,Sleeping Bag ZZ Top,error
580,Tonight She Comes,The Cars,The Cars,Tonight She Comes The Cars,error
581,Love Touch,Rod Stewart,Rod Stewart,Love Touch Rod Stewart,error
582,A Love Bizarre,Sheila E.,Sheila E.,A Love Bizarre Sheila E.,error
583,Throwing It All Away,Genesis,Genesis,Throwing It All Away Genesis,error
584,Baby Love,Regina,Regina,Baby Love Regina,error
585,Election Day,Arcadia,Arcadia,Election Day Arcadia,error
586,Nikita,Elton John,Elton John,Nikita Elton John,error
587,Take Me Home,Phil Collins,Phil Collins,Take Me Home Phil Collins,error
588,Walk This Way,Run-D.M.C. featuring Aerosmith,Run-D.M.C. featuring,Walk This Way Run-D.M.C. featuring,error
589,Sweet Love,Anita Baker,Anita Baker,Sweet Love Anita Baker,error
590,Your Wildest Dreams,Moody Blues,Moody Blues,Your Wildest Dreams Moody Blues,error
